ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region,assigned_pct_identity,validation_flag,best_congener,best_congener_pct_identity,n_congeners_in_db,congeners_in_db,n_congeners_missing,congeners_missing,final_decision,decision_confidence,decision_reason,cleaned_species
ASV32,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo labrax,Eukaryota,Salmo labrax,Salmo labrax,Salmo labrax 1,Salmo labrax,111,111,0,1764.8323480685733,47.85,13.8,False,False,DOUBTFUL,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus; Salmo arcturus; Salmo ardahanensis; Salmo auratus; Salmo balcanicus; Salmo baliki; Salmo bathoecetor; Salmo bodschac; Salmo boops; Salmo brasiliensis; Salmo callaris; Salmo campbelli; Salmo carinatus; Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo cettii; Salmo chilo; Salmo chimbure; Salmo ciscaucasicus; Salmo coruhensis; Salmo curima; Salmo curimata; Salmo cyprinoides; Salmo dentex; Salmo denticulosus; Salmo digitalis; Salmo duhani; Salmo edentulus; Salmo eremogenes; Salmo erythraeus; Salmo erythrinus; Salmo erythrophthalmus; Salmo erythrorynchos; Salmo euphrataeus; Salmo evermanni; Salmo ezenami; Salmo fahrettini; Salmo farioides; Salmo ferox; Salmo fibreni; Salmo germanorum; Salmo gibber; Salmo gillaroo; Salmo gracilis; Salmo grandoculus; Salmo gronovii; Salmo hearnii; Salmo hoodii; Salmo icimus; Salmo illanken; Salmo inghaghitsh; Salmo ischchan; Salmo japonensis; Salmo jaraqui; Salmo kayko; Salmo kottelati; Salmo kundsha; Salmo kunsha; Salmo labecula; Salmo laevigatus; Salmo leptosoma; Salmo letnica; Salmo lodde; Salmo lossos; Salmo lourosensis; Salmo lucius; Salmo lumi; Salmo lycaodon; Salmo macedonicus; Salmo macrostigma; Salmo marmoratus; Salmo matrincham; Salmo melampterus; Salmo melanurus; Salmo mendocinensis; Salmo microcephalus; Salmo microps; Salmo montenigrinus; Salmo muchsan; Salmo muikisi; Salmo multipunctata; Salmo munzuricus; Salmo murathani; Salmo naresii; Salmo nigrescens; Salmo nigripinnis; Salmo nitidus; Salmo notatus; Salmo nummifer; Salmo obtusirostris; Salmo ochiutus; Salmo octoradiatus; Salmo ohridanus; Salmo okumusi; Salmo omul; Salmo opimus; Salmo ovatus; Salmo pacu; Salmo pacupeba; Salmo pallaryi; Salmo parr; Salmo pelagonicus; Salmo pellegrini; Salmo pennanti; Salmo pequira; Salmo peristericus; Salmo piraputanga; Salmo platycephalus; Salmo pomatops; Salmo punctatus; Salmo reidur; Salmo rhodanensis; Salmo rivalis; Salmo rizeensis; Salmo roosevelti; Salmo roschal; Salmo rosei; Salmo rossii; Salmo sachicanga; Salmo salar; Salmo salaroides; Salmo samlet; Salmo saramao; Salmo schiefermuelleri; Salmo schrankii; Salmo septemradiatus; Salmo spec; Salmo spilurus; Salmo stomachicus; Salmo taleri; Salmo tamuco; Salmo tapdisma; Salmo tigridis; Salmo trigintaoctoradiatus; Salmo trutta; Salmo truttasalar; Salmo tumbel; Salmo undecimradiatus; Salmo ursinus; Salmo vario; Salmo villosus; Salmo viridis; Salmo visovacensis; Salmo wimba; Salmo zrmanjaensis,100.0,CONFIDENT,Salmo marmoratus,100.0,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,144.0,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus,DROP_TO_GENUS,HIGH,1765km away; local congener(s) match equally - likely local species,
ASV33,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 2,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Scomber australasicus,94.1,4.0,Scomber australasicus; Scomber colias; Scomber japonicus; Scomber scombrus,48.0,Auxis caucasica; Pneumatophorus euodus; Scomber aculeatus; Scomber ascensionis; Scomber auratus; Scomber aureus; Scomber australiensis; Scomber bimaculatus; Scomber capensis; Scomber chrisops,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Scomber sp. cf. scombrus
ASV34,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 4,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV35,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Eukaryota,Glyptocephalus zachirus,Glyptocephalus zachirus,Glyptocephalus zachirus 1,Glyptocephalus zachirus,364580,182963,181617,6187.51854134905,59.7666667,-149.4033333,False,False,DOUBTFUL,,99.4,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_GENUS,HIGH,Geographic DOUBTFUL + DB NO_CONGENERS,
ASV36,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobiusculus,Gobiusculus flavescens,Eukaryota,Gobiusculus flavescens,Gobiusculus flavescens,Gobiusculus flavescens 1,Gobiusculus flavescens,161,141,20,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Gobiusculus flavescens,1.0,Gobiusculus flavenscens,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Gobiusculus flavescens
ASV37,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 2,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,98.3,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV38,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 1,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV39,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 3,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.7,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV40,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 5,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,98.3,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV41,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 2,,,,,,,,,,,,0.0,GENUS_ONLY,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV42,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Ciliata,Ciliata mustela,Eukaryota,Ciliata mustela,Ciliata mustela,Ciliata mustela,Ciliata mustela,25,22,3,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Ciliata septentrionalis,97.1,2.0,Ciliata mustela; Ciliata septentrionalis,1.0,Ciliata tchangi,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Ciliata mustela
ASV43,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 4,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.7,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV44,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadiculus,Gadiculus argenteus,Eukaryota,Gadiculus argenteus,Gadiculus argenteus,Gadiculus argenteus,Gadiculus argenteus,512,95,417,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Gadiculus argenteus,6.0,Gadiculus adversus; Gadiculus antipodus; Gadiculus pereawa; Gadiculus thori; Hymenocephalus labiatus; Macrurus rumanus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Gadiculus argenteus
ASV45,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 6,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV46,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Trisopterus minutus,Eukaryota,Trisopterus minutus,Trisopterus minutus,Trisopterus minutus,Trisopterus minutus,790,126,664,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Trisopterus luscus,95.8,4.0,Trisopterus capelanus; Trisopterus esmarkii; Trisopterus luscus; Trisopterus minutus,1.0,Trisopterus fasciatus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Trisopterus minutus
ASV47,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Centrolabrus,Centrolabrus exoletus,Eukaryota,Centrolabrus exoletus,Centrolabrus exoletus,Centrolabrus exoletus 1,Centrolabrus exoletus,125,29,96,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Centrolabrus exoletus,1.0,Centrolabrus melanocercus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Centrolabrus exoletus
ASV48,Eukaryota,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Eukaryota,Lophius piscatorius,Lophius piscatorius,Lophius piscatorius,Lophius piscatorius,340,83,257,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Lophius budegassa,99.4,6.0,Lophius americanus; Lophius budegassa; Lophius gastrophysus; Lophius litulon; Lophius piscatorius; Lophius vomerinus,21.0,Lophie faujas; Lophie tumidus; Lophius alveolus; Lophius barbatus; Lophius borlasii; Lophius brachysomus; Lophius bufo; Lophius commersonianus; Lophius compressus; Lophius cornubicus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Lophius piscatorius
ASV49,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos primigenius,Eukaryota,Bos primigenius,Bos primigenius,Bos primigenius,Bos primigenius,4,4,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Bos javanicus,100.0,4.0,Bos frontalis; Bos grunniens; Bos javanicus; Bos taurus,12.0,Bos acutifrons; Bos africanus; Bos bubaloides; Bos bubalus; Bos makapaani; Bos palaethiopicus; Bos planifrons; Bos priscus; Bos sauveli; Bos scythicus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Bos primigenius
ASV50,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Zoarces,Zoarces,Eukaryota,,Zoarces,Zoarces,,,,,,,,,,,,0.0,GENUS_ONLY,Zoarces viviparus,100.0,4.0,Zoarces americanus; Zoarces elongatus; Zoarces gillii; Zoarces viviparus,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV51,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,Eukaryota,Anguilla anguilla,Anguilla anguilla,Anguilla anguilla 1,Anguilla anguilla,1277,1104,173,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Anguilla anguilla
ASV52,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 3,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Ctenolabrus sp. cf. rupestris
ASV53,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 5,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.7,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV54,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 4,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Ctenolabrus sp. cf. rupestris
ASV55,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Ciliata,Ciliata septentrionalis,Eukaryota,Ciliata septentrionalis,Ciliata septentrionalis,Ciliata septentrionalis 1,Ciliata septentrionalis,22,20,2,239.94931958862463,,,False,True,PLAUSIBLE,Ciliata mustela; Ciliata tchangi,100.0,CONFIDENT,Ciliata mustela,95.9,2.0,Ciliata mustela; Ciliata septentrionalis,1.0,Ciliata tchangi,KEEP,MEDIUM,Geographic PLAUSIBLE + sequence match (100.0%),Ciliata septentrionalis
ASV56,Eukaryota,Chordata,Actinopteri,Perciformes,Triglidae,Chelidonichthys,Chelidonichthys spinosus,Eukaryota,Chelidonichthys spinosus,Chelidonichthys spinosus,Chelidonichthys spinosus,Chelidonichthys spinosus,703,557,146,1378.7929241762163,51.69181,1.826447,False,False,DOUBTFUL,Chelidonichthys capensis; Chelidonichthys cuculus; Chelidonichthys gabonensis; Chelidonichthys ischyrus; Chelidonichthys kumu; Chelidonichthys lastoviza; Chelidonichthys lucerna; Chelidonichthys obscurus; Chelidonichthys queketti; Trigla macroptera,100.0,CONFIDENT,Chelidonichthys cuculus,100.0,5.0,Chelidonichthys capensis; Chelidonichthys cuculus; Chelidonichthys kumu; Chelidonichthys lucerna; Chelidonichthys spinosus,6.0,Chelidonichthys gabonensis; Chelidonichthys ischyrus; Chelidonichthys lastoviza; Chelidonichthys obscurus; Chelidonichthys queketti; Trigla macroptera,DROP_TO_GENUS,HIGH,1379km away; local congener(s) match equally - likely local species,
ASV57,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,Eukaryota,Clupea pallasii,Clupea pallasii,Clupea pallasii 2,Clupea pallasii,6,6,0,799.967717003177,,,False,False,POSSIBLE,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata; Clupea fimbriata; Clupea gasterostea; Clupea gigantea; Clupea guestfalica; Clupea hadleyi; Clupea harengus; Clupea ignota; Clupea inermis; Clupea inflata; Clupea laccia; Clupea longimana; Clupea macrocephala; Clupea macrochira; Clupea macropthalma; Clupea macroura; Clupea manulensis; Clupea marisalbi; Clupea megapteryx; Clupea melastoma; Clupea membras; Clupea montevideo; Clupea opisthopteryx; Clupea papalina; Clupea piltschardus; Clupea polyachanthina; Clupea rex; Clupea sardinites; Clupea saulos; Clupea scheuchseri; Clupea smaragdina; Clupea spec; Clupea sulcata; Clupea suworowi; Clupea tenuissima; Clupea testis; Clupea tiejei; Clupea tobarana; Clupea trigintaoctoradiata; Clupea trinacridis; Clupea ventricosa; Clupea verticalis; Clupea vigintiquiniradiata; Clupea vigintiradiata; Clupea vittargentea; Clupea vittata; Clupea voinovi; Clupea weileri; Clupea xenophanis; Clupea zanclea; Sardinella caudata,99.4,UNCERTAIN,,,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,MEDIUM,800km from known range with 60 local congener(s),
ASV58,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes viviparus,Eukaryota,Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,Sebastes viviparus,446,67,379,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Sebastes norvegicus,100.0,105.0,Sebastes aleutianus; Sebastes alutus; Sebastes atrovirens; Sebastes auriculatus; Sebastes aurora; Sebastes babcocki; Sebastes baramenuke; Sebastes borealis; Sebastes brevispinis; Sebastes capensis,55.0,Rixator ineziae; Sebastes crassispinis; Sebastes crocotulus; Sebastes davidi; Sebastes defitnetus; Sebastes diaconus; Sebastes elegans; Sebastes fuscescens; Sebastes heltzeni; Sebastes ijimae,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Sebastes viviparus
ASV59,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Taurulus,Taurulus bubalis,Eukaryota,Taurulus bubalis,Taurulus bubalis,Taurulus bubalis,Taurulus bubalis,58,58,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Taurulus bubalis,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Taurulus bubalis
ASV60,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 7,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV61,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 8,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV62,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Labrus,Labrus mixtus,Eukaryota,Labrus mixtus,Labrus mixtus,Labrus mixtus 2,Labrus mixtus,471,123,348,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,2.0,Labrus bergylta; Labrus mixtus,109.0,Labrus adriaticus; Labrus agon; Labrus albidus; Labrus aristatus; Labrus barffi; Labrus bobba; Labrus brunellus; Labrus caeruleus; Labrus calophthalmus; Labrus calops,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Labrus sp. cf. mixtus
ASV63,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 1,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Brosme brosme,4.0,Brosmius andrussovi; Brosmius exiguus; Brosmius udanad; Brosmius venustus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Brosme brosme
ASV64,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 9,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV65,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,Eukaryota,Pollachius virens,Pollachius virens,Pollachius virens 3,Pollachius virens,1925,457,1468,0,,,True,True,CONFIRMED,,99.4,CONFIDENT,Pollachius pollachius,98.8,2.0,Pollachius pollachius; Pollachius virens,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (99.4%),Pollachius virens
ASV66,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,Eukaryota,Brosme brosme,Brosme brosme,Brosme brosme 2,Brosme brosme,553,123,430,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,,,1.0,Brosme brosme,4.0,Brosmius andrussovi; Brosmius exiguus; Brosmius udanad; Brosmius venustus,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Brosme sp. cf. brosme
ASV67,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,Eukaryota,Clupea harengus,Clupea harengus,Clupea harengus 10,Clupea harengus,3402,88,3314,0,,,True,True,CONFIRMED,,99.4,UNCERTAIN,Clupea pallasii,98.8,2.0,Clupea harengus; Clupea pallasii,59.0,Clupea anomalura; Clupea arcuata; Clupea arezedi; Clupea beurardi; Clupea brevis; Clupea chinensis; Clupea chrysotaenia; Clupea curta; Clupea dentex; Clupea elongata,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Clupea sp. cf. harengus
ASV68,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes mentella,Eukaryota,Sebastes mentella,Sebastes mentella,Sebastes mentella,Sebastes mentella,43,2,41,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Sebastes norvegicus,100.0,105.0,Sebastes aleutianus; Sebastes alutus; Sebastes atrovirens; Sebastes auriculatus; Sebastes aurora; Sebastes babcocki; Sebastes baramenuke; Sebastes borealis; Sebastes brevispinis; Sebastes capensis,55.0,Rixator ineziae; Sebastes crassispinis; Sebastes crocotulus; Sebastes davidi; Sebastes defitnetus; Sebastes diaconus; Sebastes elegans; Sebastes fuscescens; Sebastes heltzeni; Sebastes ijimae,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Sebastes mentella
ASV69,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas,Eukaryota,,Anas,Anas,,,,,,,,,,,,0.0,GENUS_ONLY,Anas diazi,99.5,17.0,Anas acuta; Anas aucklandica; Anas bernieri; Anas carolinensis; Anas castanea; Anas chlorotis; Anas crecca; Anas diazi; Anas gibberifrons; Anas gracilis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV70,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Somateria,Somateria mollissima,Eukaryota,Somateria mollissima,Somateria mollissima,Somateria mollissima,Somateria mollissima,91870,79526,12344,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Somateria fischeri,100.0,3.0,Somateria fischeri; Somateria mollissima; Somateria spectabilis,2.0,Somateria gravipes; Somateria mollissima x spectabilis,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Somateria mollissima
